epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,229.398,0.7816,0.68922,1.09097,0.90011,0.92246,0.94505,0.75662,0.76063,0.6071,1.04308,0.006931,0.006931,0.006931
33,235.78,0.77333,0.671,1.08262,0.94385,0.91646,0.95348,0.77035,0.76796,0.62173,1.04317,0.006832,0.006832,0.006832
34,242.119,0.77232,0.64786,1.07953,0.9298,0.93963,0.95613,0.7537,0.81534,0.59199,1.08595,0.006733,0.006733,0.006733
35,248.551,0.77792,0.66049,1.09147,0.91575,0.95134,0.95379,0.76995,0.7707,0.57625,1.04516,0.006634,0.006634,0.006634
36,254.993,0.77887,0.65832,1.08888,0.91157,0.89994,0.95685,0.75054,0.80367,0.67452,1.06511,0.006535,0.006535,0.006535
37,261.269,0.8028,0.66868,1.08757,0.94025,0.90367,0.95626,0.76781,0.74257,0.63215,1.02438,0.006436,0.006436,0.006436
38,267.972,0.78497,0.64428,1.07939,0.93803,0.8989,0.93986,0.75306,0.74358,0.60459,1.03893,0.006337,0.006337,0.006337
39,274.223,0.77116,0.64137,1.09285,0.91481,0.88386,0.9204,0.73672,0.80216,0.67459,1.05838,0.006238,0.006238,0.006238
40,280.749,0.77866,0.62292,1.07816,0.95351,0.95418,0.97087,0.78866,0.72345,0.50443,1.0106,0.006139,0.006139,0.006139
41,287.344,0.73562,0.61866,1.07041,0.93116,0.93213,0.95029,0.78071,0.71301,0.55102,1.00589,0.00604,0.00604,0.00604
42,293.93,0.75691,0.60665,1.06178,0.90802,0.90225,0.93483,0.74729,0.77632,0.6956,1.04748,0.005941,0.005941,0.005941
43,300.457,0.74635,0.5919,1.0526,0.93734,0.94509,0.97041,0.79324,0.71416,0.53877,0.99955,0.005842,0.005842,0.005842
44,306.866,0.71288,0.57118,1.03916,0.9433,0.95353,0.96056,0.7726,0.7224,0.54063,1.01248,0.005743,0.005743,0.005743
45,313.207,0.7368,0.58692,1.04768,0.92919,0.94763,0.95644,0.76892,0.75189,0.56202,1.03508,0.005644,0.005644,0.005644
46,319.857,0.73812,0.59224,1.05666,0.96154,0.85977,0.94097,0.73691,0.79527,0.63099,1.05636,0.005545,0.005545,0.005545
47,326.665,0.73243,0.59412,1.05763,0.90003,0.75795,0.8456,0.65522,0.84666,1.00676,1.11753,0.005446,0.005446,0.005446
48,333.07,0.72655,0.57109,1.07087,0.92321,0.90332,0.94483,0.73704,0.81064,0.73012,1.06778,0.005347,0.005347,0.005347
49,339.295,0.73655,0.57287,1.05152,0.96111,0.93972,0.96763,0.77771,0.72548,0.50442,1.00428,0.005248,0.005248,0.005248
50,345.582,0.71344,0.55954,1.04346,0.95969,0.965,0.96819,0.78876,0.71932,0.48802,0.99944,0.005149,0.005149,0.005149
51,352.05,0.72716,0.57408,1.0485,0.92496,0.961,0.96456,0.78065,0.74555,0.52886,1.02357,0.00505,0.00505,0.00505
52,358.369,0.70717,0.53891,1.038,0.95546,0.9687,0.96233,0.78622,0.73907,0.49909,1.00602,0.004951,0.004951,0.004951
53,364.677,0.71159,0.5382,1.03735,0.9434,0.96595,0.95925,0.76946,0.73547,0.48988,1.0057,0.004852,0.004852,0.004852
54,371.028,0.70311,0.54156,1.02784,0.94751,0.94816,0.96956,0.79142,0.69737,0.48353,0.99438,0.004753,0.004753,0.004753
55,377.389,0.67816,0.52343,1.02898,0.92116,0.96532,0.96784,0.7954,0.71149,0.49187,0.99776,0.004654,0.004654,0.004654
56,383.83,0.69408,0.52619,1.04536,0.957,0.94863,0.97083,0.80155,0.70007,0.49507,0.98393,0.004555,0.004555,0.004555
57,390.227,0.66719,0.50812,1.02148,0.95863,0.94243,0.97258,0.80372,0.69808,0.4696,0.98973,0.004456,0.004456,0.004456
58,396.668,0.6581,0.50561,1.01809,0.94196,0.94469,0.96902,0.80051,0.72071,0.49456,0.99823,0.004357,0.004357,0.004357
59,402.921,0.66786,0.49722,1.02418,0.93726,0.93613,0.96705,0.79937,0.70018,0.5188,0.99966,0.004258,0.004258,0.004258
60,409.515,0.66688,0.50852,1.02151,0.93779,0.94595,0.96435,0.78441,0.70767,0.52623,1.01363,0.004159,0.004159,0.004159
61,416.056,0.68056,0.51476,1.03391,0.95297,0.9338,0.96799,0.78341,0.74147,0.50902,1.0213,0.00406,0.00406,0.00406
62,422.669,0.66357,0.49442,1.02155,0.95898,0.93869,0.97432,0.78623,0.72683,0.46487,1.02253,0.003961,0.003961,0.003961
63,429.431,0.65331,0.48415,1.01712,0.94062,0.96303,0.97368,0.79924,0.70228,0.45198,1.00078,0.003862,0.003862,0.003862
64,436.631,0.64987,0.47216,1.00595,0.95038,0.95969,0.98347,0.80795,0.70412,0.44618,1.00181,0.003763,0.003763,0.003763
65,443.407,0.65995,0.48977,1.00811,0.96377,0.9496,0.98319,0.81545,0.6819,0.44375,0.98545,0.003664,0.003664,0.003664
66,450.212,0.63191,0.48079,0.99865,0.96921,0.94566,0.97666,0.80695,0.68691,0.45761,0.98111,0.003565,0.003565,0.003565
67,456.775,0.63747,0.47832,1.00766,0.93262,0.96207,0.96548,0.79811,0.72689,0.47305,1.00001,0.003466,0.003466,0.003466
68,463.549,0.63763,0.46381,0.99583,0.968,0.96172,0.97534,0.79525,0.70097,0.46693,1.00174,0.003367,0.003367,0.003367
69,470.129,0.6522,0.47773,1.01389,0.97426,0.93537,0.9844,0.80814,0.69068,0.45085,1.00787,0.003268,0.003268,0.003268
70,476.929,0.61638,0.45394,1.00971,0.96567,0.9496,0.98742,0.81338,0.69748,0.42321,1.0029,0.003169,0.003169,0.003169
71,483.404,0.64201,0.46482,1.00785,0.97531,0.93029,0.98327,0.80791,0.67989,0.45739,0.99433,0.00307,0.00307,0.00307
72,489.878,0.65255,0.46097,1.00685,0.96637,0.96327,0.98278,0.82329,0.67992,0.41773,0.99119,0.002971,0.002971,0.002971
73,496.373,0.63796,0.45939,1.00183,0.97284,0.96411,0.9826,0.8166,0.67897,0.41655,0.98428,0.002872,0.002872,0.002872
74,503.004,0.63349,0.46277,1.00154,0.96413,0.96578,0.97807,0.81686,0.67434,0.43903,0.97785,0.002773,0.002773,0.002773
75,509.716,0.63354,0.46334,1.00461,0.93979,0.92488,0.95754,0.79074,0.71349,0.50225,0.99859,0.002674,0.002674,0.002674
76,516.279,0.62706,0.44937,1.00137,0.95885,0.96863,0.97177,0.79945,0.70359,0.41345,0.99479,0.002575,0.002575,0.002575
77,522.796,0.6313,0.46363,1.00729,0.9686,0.96343,0.9774,0.81597,0.66947,0.41227,0.97383,0.002476,0.002476,0.002476
78,529.515,0.59495,0.42773,0.98768,0.97735,0.94473,0.97972,0.81691,0.68228,0.42637,0.99132,0.002377,0.002377,0.002377
79,536.111,0.63011,0.43363,0.98698,0.97361,0.95806,0.97562,0.82268,0.67495,0.4159,0.97022,0.002278,0.002278,0.002278
80,542.751,0.59145,0.41835,0.98352,0.98147,0.95575,0.98063,0.81689,0.69627,0.41904,0.9978,0.002179,0.002179,0.002179
81,549.228,0.58372,0.42521,0.98119,0.94615,0.9493,0.98162,0.80541,0.72072,0.44022,1.01555,0.00208,0.00208,0.00208
82,555.704,0.58807,0.43738,0.99087,0.98281,0.95837,0.98069,0.81901,0.68677,0.39624,0.98954,0.001981,0.001981,0.001981
83,562.446,0.5917,0.41548,0.98608,0.95838,0.97585,0.98199,0.81315,0.69501,0.39527,0.98254,0.001882,0.001882,0.001882
84,568.898,0.58881,0.4251,0.98804,0.97465,0.94301,0.97942,0.81564,0.6795,0.42431,0.97923,0.001783,0.001783,0.001783
85,575.354,0.56081,0.40376,0.96462,0.96986,0.95965,0.98437,0.82067,0.66591,0.38141,0.9781,0.001684,0.001684,0.001684
86,581.944,0.59605,0.42676,0.98546,0.97336,0.96189,0.98107,0.81981,0.68024,0.41093,0.97111,0.001585,0.001585,0.001585
87,588.594,0.56318,0.39763,0.9694,0.96137,0.97411,0.97776,0.81931,0.67434,0.4186,0.97938,0.001486,0.001486,0.001486
